		Company Market Cap
ALSPW.PA	2018	3655162.322
ALSPW.PA	2017	16608345.5
ALSPW.PA	2016	14068245.6
ALSPW.PA	2015	10906439.02
ALSPW.PA	2014	23091809
ALSPW.PA	2013	33208019.34
TESI.PA	2018	326016492
TESI.PA	2017	492391328
TESI.PA	2016	450426158
TESI.PA	2015	355797210.9
TESI.PA	2014	257213456.5
TESI.PA	2013	253576120
TESI.PA	2012	221505020.7
TESI.PA	2011	195043450
TESI.PA	2010	179631106.5
TESI.PA	2009	139380716.3
TESI.PA	2008	72580206.3
PYHE.PA	2018	277008349.4
PYHE.PA	2017	506018649.6
PYHE.PA	2016	441080112.4
PYHE.PA	2015	433259913.2
PYHE.PA	2014	390488753.8
PYHE.PA	2013	341482571.3
PYHE.PA	2012	170117003.1
PYHE.PA	2011	146322695.6
PYHE.PA	2010	361594891.7
PYHE.PA	2009	196809966.4
PYHE.PA	2008	144971272.3
GLTN.PA	2018	516303592.1
GLTN.PA	2017	573366419.5
GLTN.PA	2016	397846087
GLTN.PA	2015	377187768
GLTN.PA	2014	355213465.6
GLTN.PA	2013	395084364.8
GLTN.PA	2012	382851248
GLTN.PA	2011	249139986
GLTN.PA	2010	458847744
GLTN.PA	2009	307212903.6
GLTN.PA	2008	232470907.8
VON.AS	2018	3935077742
VON.AS	2017	5536307933
VON.AS	2016	6433360224
VON.AS	2015	5305779156
VON.AS	2014	6062942485
VON.AS	2013	16538512679
VON.AS	2012	12945128781
VON.AS	2011	11911212887
VON.AS	2010	14644310041
ATEME.PA	2018	112718547.4
ATEME.PA	2017	165389649.3
ATEME.PA	2016	61475086.3
ATEME.PA	2015	41218541.47
ATEME.PA	2014	34667917.52
CAPLI.PA	2018	62858657.2
CAPLI.PA	2017	115159716
CAPLI.PA	2016	55820258.26
CAPLI.PA	2015	37626661
CAPLI.PA	2014	21513600
CAPLI.PA	2013	21912000
CAPLI.PA	2012	17529600
CAPLI.PA	2011	17928000
CAPLI.PA	2010	25364800
CAPLI.PA	2009	24568000
CAPLI.PA	2008	11952000
OLLI.PA	2018	94692000
OLLI.PA	2017	125952500
OLLI.PA	2016	110777500
OLLI.PA	2015	80731000
OLLI.PA	2014	78910000
OLLI.PA	2013	57665000
OLLI.PA	2012	42490000
OLLI.PA	2011	39151500
OLLI.PA	2010	44465785
OLLI.PA	2009	34592930
OLLI.PA	2008	23976500
BETR.AS	2018	79040023.2
BETR.AS	2017	290691640.9
BETR.AS	2016	370203997.8
BETR.AS	2015	492437033.8
BETR.AS	2014	374938986.8
BETR.AS	2013	383879084.8
BETR.AS	2012	287827544.4
BETR.AS	2011	304944561.2
BETR.AS	2010	463576787.4
BETR.AS	2009	344520848.6
BETR.AS	2008	185561545.7
CDAF.PA	2018	603007793.7
CDAF.PA	2017	796163918.3
CDAF.PA	2016	459605021.4
CDAF.PA	2015	375763857.5
CDAF.PA	2014	368967095.2
CDAF.PA	2013	387696352
CDAF.PA	2012	348317236.8
CDAF.PA	2011	346606470.4
CDAF.PA	2010	566520004.5
CDAF.PA	2009	466374295.2
CDAF.PA	2008	413236029.8
IVAA.PA	2018	125085896.7
IVAA.PA	2017	81400161.15
VTA.AS	2018	241399639.8
VTA.AS	2017	254547410.8
VTA.AS	2016	264585900.2
VTA.AS	2015	229451187.2
VTA.AS	2014	220426485.8
VTA.AS	2013	209122413.9
VTA.AS	2012	180346136.1
VTA.AS	2011	97049446.2
VTA.AS	2010	109496462.3
VTA.AS	2009	46895406.55
VTA.AS	2008	15021019.5
BE0941243520.BR		NULL
TITC.BR		NULL
LDSV.PA	2018	229740714
LDSV.PA	2017	286701824.4
LDSV.PA	2016	342374266.1
LDSV.PA	2015	238327001.6
LDSV.PA	2014	175975140.5
LDSV.PA	2013	177941068.5
LDSV.PA	2012	93430798.5
LDSV.PA	2011	96830230
LDSV.PA	2010	128990780.1
LDSV.PA	2009	102531132.9
LDSV.PA	2008	50510794.5
ALCYB.PA	2018	15391722.5
ALCYB.PA	2017	14770776.48
ALCYB.PA	2016	8512928.1
ALCYB.PA	2015	22486374.4
ALCYB.PA	2014	21074349.44
ALCYB.PA	2013	11994624.48
ALCYB.PA	2012	5295222.24
ALCYB.PA	2011	33871082.4
ALCYB.PA	2010	38056752
ALCYB.PA	2009	27876210.45
ALCYB.PA	2008	15262834.95
EOSI.PA	2018	88815315.19
EOSI.PA	2017	108219118.7
EOSI.PA	2016	85016290.8
EOSI.PA	2015	99526552.08
EOSI.PA	2014	95932523.16
EOSI.PA	2013	113617090.2
EOSI.PA	2012	73090201.8
ESIG.PA	2018	165253248
ESIG.PA	2017	276910848
ESIG.PA	2016	268809190.2
ESIG.PA	2015	148889002.7
ESIG.PA	2014	127344788
ESIG.PA	2013	140907096
ESIG.PA	2012	149009836.6
ESIG.PA	2011	78552823.31
ESIG.PA	2010	62537199.14
ESIG.PA	2009	59486604.06
ESIG.PA	2008	41065703
BOIR.PA	2018	859834162
BOIR.PA	2017	1453194487
BOIR.PA	2016	1636408983
BOIR.PA	2015	1448407619
BOIR.PA	2014	1355670647
BOIR.PA	2013	996193374.1
BOIR.PA	2012	562198490.5
BOIR.PA	2011	430080771.1
BOIR.PA	2010	612467671.6
BOIR.PA	2009	647906279.7
BOIR.PA	2008	380570794.4
RLIN.AS	2018	1929338090
RLIN.AS	2017	2117193256
RLIN.AS	2016	1790631077
RLIN.AS	2015	1701618310
RLIN.AS	2014	1610421179
RLIN.AS	2013	1425296466
RLIN.AS	2012	5331592643
RLIN.AS	2011	4646176906
RLIN.AS	2010	5538263800
RLIN.AS	2009	4591239003
RLIN.AS	2008	3393069508
ALIDS.PA	2018	48049848
ALIDS.PA	2017	61686674.15
ALIDS.PA	2016	31614105.6
ALIDS.PA	2015	24995520
ALIDS.PA	2014	30888000
ALIDS.PA	2013	29158272
ALIDS.PA	2012	17582400
ALIDS.PA	2011	20500128
ALIDS.PA	2010	27561600
ALIDS.PA	2009	28074816
ALIDS.PA	2008	36105696
ASCC.BR	2018	329139651.5
ASCC.BR	2017	364060191.8
ASCC.BR	2016	407074264.1
ASCC.BR	2015	360724492.5
ASCC.BR	2014	346899235.8
ASCC.BR	2013	233067264.2
ASCC.BR	2012	216989500
ASCC.BR	2011	184858362.5
ASCC.BR	2010	179433625
ASCC.BR	2009	131207112.5
ASCC.BR	2008	145454500
ARBN.AS	2018	428990166.4
ARBN.AS	2017	590217417.1
ARBN.AS	2016	506309313.4
ARBN.AS	2015	556587163.2
ARBN.AS	2014	451804986
ARBN.AS	2013	389449237.8
ARBN.AS	2012	323141306.4
ARBN.AS	2011	240379935.8
ARBN.AS	2010	197610315.3
ARBN.AS	2009	88534973.72
ARBN.AS	2008	55538544.4
CURE.AS	2018	31363203
CURE.AS	2017	61299031.4
CURE.AS	2016	100999671.5
CURE.AS	2015	155073341.8
RESI.BR	2018	244198116
RESI.BR	2017	291174868
RESI.BR	2016	310924370
RESI.BR	2015	284386876
RESI.BR	2014	211111706
RESI.BR	2013	184673232.5
RESI.BR	2012	105932130.9
RESI.BR	2011	101971310.9
RESI.BR	2010	113932987.3
RESI.BR	2009	90603757.5
RESI.BR	2008	59412300
VLTSA.PA	2018	416147530.5
VLTSA.PA	2017	496283774.2
VLTSA.PA	2016	420421856.1
VLTSA.PA	2015	381613877.9
VLTSA.PA	2014	293246625.2
VLTSA.PA	2013	119991061.1
VLTSA.PA	2012	165945084.5
VLTSA.PA	2011	29993160.6
VLTSA.PA	2010	107257343.5
VLTSA.PA	2009	121009119.7
VLTSA.PA	2008	78909407.72
FASTN.AS		NULL
DLTA.PA	2018	234006914.4
DLTA.PA	2017	327462506
DLTA.PA	2016	204498495.3
DLTA.PA	2015	158212222
DLTA.PA	2014	80044346.27
DLTA.PA	2013	59329583.25
DLTA.PA	2012	39442674.88
DLTA.PA	2011	40340630
DLTA.PA	2010	44191326.5
DLTA.PA	2009	36531460
DLTA.PA	2008	47392748
SAVEN.PA	2018	783037494
SAVEN.PA	2017	1132738110
SAVEN.PA	2016	938803017
SAVEN.PA	2015	838186908.9
SAVEN.PA	2014	728730054.9
SAVEN.PA	2013	790053959
SAVEN.PA	2012	706795492.8
SAVEN.PA	2011	747073576.6
SAVEN.PA	2010	929791014
SAVEN.PA	2009	817135837.2
SAVEN.PA	2008	737659924.8
AUER.PA	2018	66093544
AUER.PA	2017	102034260.1
AUER.PA	2016	67462764.99
AUER.PA	2015	64508717.84
AUER.PA	2014	56953109.22
AUER.PA	2013	48372000
AUER.PA	2012	54591868.94
AUER.PA	2011	58970637.7
AUER.PA	2010	85687448.76
AUER.PA	2009	83938155
AUER.PA	2008	52401391.05
BE0941244536.BR		NULL
OXUR.BR	2018	138543101.5
OXUR.BR	2017	122107182.7
OXUR.BR	2016	91282608.62
OXUR.BR	2015	129939656.4
OXUR.BR	2014	236778929.4
OXUR.BR	2013	727301132.4
OXUR.BR	2012	1507922419
OXUR.BR	2011	612620007.3
OXUR.BR	2010	744640513.4
OXUR.BR	2009	437927674.7
OXUR.BR	2008	180115523
LBIRD.PA	2018	184298675
LBIRD.PA	2017	111188771.9
LBIRD.PA	2016	28615731.84
LBIRD.PA	2015	23154602.9
LBIRD.PA	2014	26069168.3
LBIRD.PA	2013	8061375.42
LBIRD.PA	2012	9852792.18
LBIRD.PA	2011	11333202.66
LBIRD.PA	2010	16592401.28
LBIRD.PA	2009	10925053.6
LBIRD.PA	2008	10546559.75
RXPA.PA	2018	144964299.2
RXPA.PA	2017	330323295.5
RXPA.PA	2016	103677222.6
RXPA.PA	2015	80530679.88
RXPA.PA	2014	44790626.52
RXPA.PA	2013	89190653.04
RXPA.PA	2012	89190653.04
RXPA.PA	2011	71924946
RXPA.PA	2010	156206042.6
RXPA.PA	2009	213226039.8
RXPA.PA	2008	59540835.18
NCOX.PA	2018	148891789.2
NCOX.PA	2017	298717687.3
NCOX.PA	2016	213313756.3
NCOX.PA	2015	208662860
NCOX.PA	2014	184887190.2
NCOX.PA	2013	178434776.1
NCOX.PA	2012	169356408.8
NCOX.PA	2011	73695082.9
NCOX.PA	2010	159140669.6
NCOX.PA	2009	420425730
NCOX.PA	2008	368146001.2
TINCC.BR	2018	321818190.4
TINCC.BR	2017	257011370.5
TINCC.BR	2016	263659097.9
TINCC.BR	2015	152727276.8
COLP.PA	2018	4571629860
COLP.PA	2017	5899615164
COLP.PA	2016	4599386184
COLP.PA	2015	4597753459
COLP.PA	2014	4326721117
COLP.PA	2013	4016503377
COLP.PA	2012	3820576383
COLP.PA	2011	3363413397
COLP.PA	2010	4728637063
COLP.PA	2009	5688686163
COLP.PA	2008	4621627282
AVTX.AS	2018	66858789.27
AVTX.AS	2017	230591970.7
EKI.PA	2018	57267568.26
EKI.PA	2017	99356573.16
EKI.PA	2016	61827351.6
EKI.PA	2015	33003803.52
EKI.PA	2014	17353513.8
EKI.PA	2013	63296559.45
EVSB.BR	2018	316100000
EVSB.BR	2017	398122500
EVSB.BR	2016	452350000
EVSB.BR	2015	395125000
EVSB.BR	2014	407183125
EVSB.BR	2013	640238750
EVSB.BR	2012	604950000
EVSB.BR	2011	538051250
EVSB.BR	2010	652637500
EVSB.BR	2009	610400000
EVSB.BR	2008	353812500
CATGR.PA	2018	70182609.4
CATGR.PA	2017	93044742.54
CATGR.PA	2016	13485651.54
CATGR.PA	2015	17132432.1
CATGR.PA	2014	13950694.71
CATGR.PA	2013	22027412.7
CATGR.PA	2012	23251157.85
CATGR.PA	2011	21059946.6
CATGR.PA	2010	26940321.3
CATGR.PA	2009	12082963.02
CATGR.PA	2008	4964318.14
SESL.PA	2018	261369533.2
SESL.PA	2017	384243974.2
SESL.PA	2016	326082920.6
SESL.PA	2015	170305671.2
SESL.PA	2014	159965979.8
SESL.PA	2013	164824093.9
SESL.PA	2012	124582759.9
SESL.PA	2011	110957701.1
SESL.PA	2010	109325790
SESL.PA	2009	122273237.5
SESL.PA	2008	109699879.2
SDGI.PA	2018	595650900
SDGI.PA	2017	1069126370
SDGI.PA	2016	852670000
SDGI.PA	2015	647785580
SDGI.PA	2014	454351300
SDGI.PA	2013	355441580
SDGI.PA	2012	171995720
SDGI.PA	2011	222181440
SDGI.PA	2010	296013930
SDGI.PA	2009	272973670.5
SDGI.PA	2008	142361338.5
AMPLI.PA	2018	131463312.7
AMPLI.PA	2017	166131676.1
AMPLI.PA	2016	178802736.1
AMPLI.PA	2015	225263289.6
VVY.AS	2018	21012503.04
VVY.AS	2017	87004895.4
VVY.AS	2016	147565898.4
VVY.AS	2015	184164340.8
VVY.AS	2014	129566946.7
MBWS.PA	2018	74513614.99
MBWS.PA	2017	356418736.3
MBWS.PA	2016	505707882.5
MBWS.PA	2015	534964579
MBWS.PA	2014	287080001.8
MBWS.PA	2013	256882907.8
MBWS.PA	2012	116960498.3
MBWS.PA	2011	150636560.1
MBWS.PA	2010	157760953.2
MBWS.PA	2009	80319680
MBWS.PA	2008	69024725
CITT.PA	2018	596250000
CITT.PA	2017	818775000
CITT.PA	2016	765000000
CITT.PA	2015	640575000
CITT.PA	2014	420187500
CITT.PA	2013	348750000
CITT.PA	2012	170325000
CITT.PA	2011	129375000
CITT.PA	2010	230175000
CITT.PA	2009	202500000
CITT.PA	2008	102375000
ALMDT.PA	2018	11958973.31
ALMDT.PA	2017	106466319
ALMDT.PA	2016	127325055
ALMDT.PA	2015	119845152
ALMDT.PA	2014	67952402.33
ALMDT.PA	2013	51292816.5
ALMDT.PA	2012	48694115.25
ALMDT.PA	2011	56083755.88
IISP.PA	2018	414000000
IISP.PA	2017	470000000
IISP.PA	2016	384400000
IISP.PA	2015	208000000
IISP.PA	2014	122000000
IISP.PA	2013	157800000
IISP.PA	2012	80000000
IISP.PA	2011	83600000
IISP.PA	2010	94000000
IISP.PA	2009	91200000
IISP.PA	2008	85800000
ATEO.BR	2018	287184876
ATEO.BR	2017	263418984.8
ATEO.BR	2016	256270268.8
ATEO.BR	2015	264632416.6
ATEO.BR	2014	218290560
ATEO.BR	2013	179878191.5
ATEO.BR	2012	161481072.6
ATEO.BR	2011	121979930.3
ATEO.BR	2010	168988304.9
ATEO.BR	2009	178359749.4
ATEO.BR	2008	191459618
MDW.PA	2018	341593285
MDW.PA	2017	278640264
MDW.PA	2016	248000000
ALLIX.PA	2018	70565887.5
ALLIX.PA	2017	70139825
ALLIX.PA	2016	32217270.8
ALLIX.PA	2015	33176594
ALNEV.PA	2018	21135766.22
ALNEV.PA	2017	28339386.98
ALNEV.PA	2016	34802063.91
ALNEV.PA	2015	35903067.2
ALNEV.PA	2014	26983572
ALNEV.PA	2013	42769573.77
ALNEV.PA	2012	36967903.76
ALNEV.PA	2011	54433062.34
ALNEV.PA	2010	31180015.2
CCHE.PA	2018	209015671.2
CCHE.PA	2017	234025310.7
CCHE.PA	2016	227481341.4
CCHE.PA	2015	227874228
CCHE.PA	2014	171833913
CCHE.PA	2013	242553498.3
CCHE.PA	2012	237717971.1
CCHE.PA	2011	247389025.5
CCHE.PA	2010	509025586.5
CCHE.PA	2009	517574107.8
CCHE.PA	2008	382481566.7
MKEA.PA	2018	46526149.38
MKEA.PA	2017	90803412.12
MKEA.PA	2016	57853650.76
MKEA.PA	2015	49662490.49
MKEA.PA	2014	79369877.75
MKEA.PA	2013	141720245.7
MKEA.PA	2012	166002258.1
MKEA.PA	2011	141279920.3
LYS.PA	2018	21387547.2
LYS.PA	2017	45899075.2
LBEL.PA	2018	199109130
LBEL.PA	2017	327662453.7
LBEL.PA	2016	264930330
LBEL.PA	2015	208324098
LBEL.PA	2014	157181025.6
LBEL.PA	2013	107946768
LBEL.PA	2012	48510224.4
LBEL.PA	2011	44758416
LBEL.PA	2010	46403946
LBEL.PA	2009	22251957.9
LBEL.PA	2008	5017598.35
HINV.BR	2018	301607021.2
HINV.BR	2017	280426974.5
HINV.BR	2016	299455044.7
HINV.BR	2015	292659305.3
HINV.BR	2014	260077769.3
HINV.BR	2013	232266868
HINV.BR	2012	216986153
HINV.BR	2011	187751942.7
HINV.BR	2010	171126791
HINV.BR	2009	118301075.1
HINV.BR	2008	126151965
ALCAR.PA	2018	211888784
ALCAR.PA	2017	195298343
ALCAR.PA	2016	170166868.7
ALCAR.PA	2015	175622270
ALCAR.PA	2014	280138938
ALCAR.PA	2013	494724472
ALCAR.PA	2012	525645671.1
ALCAR.PA	2011	345973724.8
ALCAR.PA	2010	107180108
IMMO.BR	2018	503866742.4
IMMO.BR	2017	552253945.4
IMMO.BR	2016	529959841.6
IMMO.BR	2015	174153950.7
IMMO.BR	2014	177451540.3
IMMO.BR	2013	148350312.1
IMMO.BR	2012	116446132.7
IMMO.BR	2011	101811769.8
IMMO.BR	2010	130170675.7
IMMO.BR	2009	101811769.8
IMMO.BR	2008	61787790.66
ALEZV.PA	2018	60876915.2
ALEZV.PA	2017	51116757.6
ALEZV.PA	2016	37922044.3
ALEZV.PA	2015	45501316
ALEZV.PA	2014	61544974
ALEZV.PA	2013	30858509.2
ALEZV.PA	2012	6678450.8
ALEZV.PA	2011	3972661.6
ALEZV.PA	2010	4019184.8
ALEZV.PA	2009	3743057.6
ALEZV.PA	2008	4141908
ETOF.PA	2018	255627072
ETOF.PA	2017	355814244.8
ETOF.PA	2016	271736903.1
ETOF.PA	2015	211824308.1
ETOF.PA	2014	134736769.2
ETOF.PA	2013	93929635.05
ETOF.PA	2012	73720281.4
ETOF.PA	2011	73779004.59
ETOF.PA	2010	78963503.6
ETOF.PA	2009	59615595
ETOF.PA	2008	42957130.8
RIBE.PA	2018	41655927.04
RIBE.PA	2017	79273779.52
RIBE.PA	2016	22740735.68
RIBE.PA	2015	16229582.04
RIBE.PA	2014	29754233.74
RIBE.PA	2013	42892466.82
RIBE.PA	2012	53905397.49
RIBE.PA	2011	53712188.18
RIBE.PA	2010	49654792.67
RIBE.PA	2009	25296693.43
RIBE.PA	2008	19357512.06
ALEUP.PA	2018	16456586.65
ALEUP.PA	2017	30481104.2
ALEUP.PA	2016	22474486.02
ALEUP.PA	2015	59707402.32
ALEUP.PA	2014	66667239.1
ALEUP.PA	2013	12296493.3
ALEUP.PA	2012	20568997.2
ALEUP.PA	2011	19907531.8
ALEUP.PA	2010	20772315.2
ALEUP.PA	2009	31191480.48
ALEUP.PA	2008	17738373.12
ADOC.PA	2018	114403094.6
ADOC.PA	2017	98987060.55
ADOC.PA	2016	417628143
ADOC.PA	2015	501085682.9
ADOC.PA	2014	299925667
ADOC.PA	2013	37006092.96
ADOC.PA	2012	61950760
PRSW.PA	2018	17482701.39
PRSW.PA	2017	30506426.58
PRSW.PA	2016	26659112.22
PRSW.PA	2015	50916771.5
PRSW.PA	2014	42254696.79
PRSW.PA	2013	37495556.8
PRSW.PA	2012	6536744.11
PRSW.PA	2011	5139577.43
PRSW.PA	2010	2694535.74
PRSW.PA	2009	2345244.07
PRSW.PA	2008	3592714.32
ALTBG.PA	2018	3879052.464
ALTBG.PA	2017	4029642.9
ALTBG.PA	2016	6303662.4
ALTBG.PA	2015	10289870.25
ALTBG.PA	2014	15570455
ALTBG.PA	2013	35640229.35
ALTBG.PA	2012	32575071.1
ALTBG.PA	2011	21939972.12
VMX.PA	2018	60707966.91
VMX.PA	2017	126793377.1
VMX.PA	2016	108248767.5
VMX.PA	2015	36162201.92
VMX.PA	2014	89928481.76
VMX.PA	2013	74445900.78
VMX.PA	2012	92714724.84
ECASA.PA	2018	87339022.18
ECASA.PA	2017	171849106.5
ECASA.PA	2016	202137574.7
ECASA.PA	2015	135526068.9
ECASA.PA	2014	79481198.74
ECASA.PA	2013	107559336
ECASA.PA	2012	47336996.9
ECASA.PA	2011	87888212.6
ECASA.PA	2010	104274722.9
ECASA.PA	2009	86961747.6
ECASA.PA	2008	50375867.22
SQLI.PA	2018	72936953.28
SQLI.PA	2017	130623956.6
SQLI.PA	2016	153702697.2
SQLI.PA	2015	105788584.7
SQLI.PA	2014	71748618.9
SQLI.PA	2013	56535753.84
SQLI.PA	2012	27400860
SQLI.PA	2011	32448108.61
SQLI.PA	2010	38292949.8
SQLI.PA	2009	35273031
SQLI.PA	2008	25093575.53
GRBT.PA	2018	658319959.2
GRBT.PA	2017	991341036.4
GRBT.PA	2016	878731914.1
GRBT.PA	2015	791090323.2
GRBT.PA	2014	416026274.4
GRBT.PA	2013	331112993.8
GRBT.PA	2012	293780430.7
GRBT.PA	2011	192762970.4
GRBT.PA	2010	199570004.8
GRBT.PA	2009	293416801.8
GRBT.PA	2008	321488883
FGA.PA	2018	350234203
FGA.PA	2017	601447645
FGA.PA	2016	686610799.2
FGA.PA	2015	673639865.4
FGA.PA	2014	318977623.1
FGA.PA	2013	291051000
PRC.PA	2018	95515755.4
PRC.PA	2017	112078027.8
PRC.PA	2016	76492422.5
PRC.PA	2015	88664694.95
PRC.PA	2014	85411777.3
PRC.PA	2013	93215897.76
PRC.PA	2012	196988022
PRC.PA	2011	327780393.8
PRC.PA	2010	57305606.4
PRC.PA	2009	58712663.7
PRC.PA	2008	27641593.35
BATD.PA	2018	190855080
BATD.PA	2017	412760813.4
BATD.PA	2016	174338775
BATD.PA	2015	136755005.4
BATD.PA	2014	134332614
BATD.PA	2013	89114641.2
BATD.PA	2012	54100074.6
BATD.PA	2011	49328697.6
BATD.PA	2010	65184350.4
BATD.PA	2009	69368481
BATD.PA	2008	108640584
BGHL.AS	2018	508156479.2
BGHL.AS	2017	570380530.6
BGHL.AS	2016	532815371.4
BGHL.AS	2015	497767295.1
BGHL.AS	2014	484122871
BGHL.AS	2013	469441692.6
BGHL.AS	2012	445703844.7
BGHL.AS	2011	477467925.6
BGHL.AS	2010	574353813.9
BGHL.AS	2009	582909481.3
BGHL.AS	2008	401365842.8
SWOR.PA	2018	276803985
SWOR.PA	2017	323001615.6
SWOR.PA	2016	274281783.6
SWOR.PA	2015	227471449.5
SWOR.PA	2014	163816887.5
SWOR.PA	2013	143994457.5
SWOR.PA	2012	116217462.2
SWOR.PA	2011	111944078.2
SWOR.PA	2010	211997001.3
SWOR.PA	2009	227697042.2
SWOR.PA	2008	91506155.25
OPEN.PA	2018	169651330.2
OPEN.PA	2017	271442128.3
OPEN.PA	2016	194670617.3
OPEN.PA	2015	135206969.2
OPEN.PA	2014	85278460.8
OPEN.PA	2013	61560388.89
OPEN.PA	2012	43083389.05
OPEN.PA	2011	46459776.56
OPEN.PA	2010	51086067.87
OPEN.PA	2009	58566879.35
OPEN.PA	2008	45175422.6
PICB.BR	2018	1217760000
PICB.BR	2017	1640790000
PICB.BR	2016	1373520000
PICB.BR	2015	819510000
PICB.BR	2014	469935000
PICB.BR	2013	433827000
PICB.BR	2012	328512000
PICB.BR	2011	178770000
PICB.BR	2010	189213000
PICB.BR	2009	40710000
PICB.BR	2008	23541000
TFF.PA	2018	758691600
TFF.PA	2017	865597450.7
TFF.PA	2016	542000000
TFF.PA	2015	516526000
TFF.PA	2014	344170000
TFF.PA	2013	342923400
TFF.PA	2012	200811000
TFF.PA	2011	157722000
TFF.PA	2010	151814200
TFF.PA	2009	167478000
TFF.PA	2008	122112600
ALESK.PA	2018	324263511
ALESK.PA	2017	278635256.8
ALESK.PA	2016	237534752
ALESK.PA	2015	160948982
ALESK.PA	2014	79160157.56
ALESK.PA	2013	66166437.12
ALESK.PA	2012	53859779.05
ALESK.PA	2011	28762492.5
ALESK.PA	2010	28469755.1
ALESK.PA	2009	22918864.75
ALESK.PA	2008	9007468.35
PHARN.PA	2018	126380635.5
PHARN.PA	2017	86276920
PHARN.PA	2016	99757688.75
UFFP.PA	2018	332781420
UFFP.PA	2017	486380028.7
UFFP.PA	2016	386351112
UFFP.PA	2015	395279394
UFFP.PA	2014	341060372.4
UFFP.PA	2013	283594702.8
UFFP.PA	2012	258108516
UFFP.PA	2011	324827132.4
UFFP.PA	2010	438297480
UFFP.PA	2009	406642662
UFFP.PA	2008	330702147.6
BOTHE.BR	2018	37342620
BOTHE.BR	2017	53221811.58
BOTHE.BR	2016	53324556.39
BOTHE.BR	2015	133499756.5
SABT.PA	2018	558982685.7
SABT.PA	2017	647603640.7
SABT.PA	2016	496891026.7
SABT.PA	2015	461723062.5
SABT.PA	2014	290447184.6
SABT.PA	2013	205911007.5
SABT.PA	2012	119572165
SABT.PA	2011	82362253.99
SABT.PA	2010	91390677.8
SABT.PA	2009	48847045.8
SABT.PA	2008	37803365.88
NRO.PA	2018	459002791.8
NRO.PA	2017	698223225.6
NRO.PA	2016	542092754.3
NRO.PA	2015	421447195.3
NRO.PA	2014	332103382.4
NRO.PA	2013	301526269.8
NRO.PA	2012	197852152.5
NRO.PA	2011	171995978.9
NRO.PA	2010	161503789.4
NRO.PA	2009	141865315.1
NRO.PA	2008	107686542.8
THHG.PA	2018	405383964
THHG.PA	2017	516978426
THHG.PA	2016	375688794.5
THHG.PA	2015	386306970
THHG.PA	2014	307028280.3
THHG.PA	2013	290026800
THHG.PA	2012	243707814
THHG.PA	2011	228097548
THHG.PA	2010	206698932
THHG.PA	2009	167126400
THHG.PA	2008	149578128
METEX.PA	2018	37404492
METEX.PA	2017	52793030.45
METEX.PA	2016	57223290
METEX.PA	2015	61177745
METEX.PA	2014	110417040
METEX.PA	2013	74186410
METEX.PA	2012	57972015
METEX.PA	2011	61335048
METEX.PA	2010	136782137.9
METEX.PA	2009	136275936.2
METEX.PA	2008	135671629.9
SOAC.BR	2018	2361941147
SOAC.BR	2017	2736004224
SOAC.BR	2016	2443166272
SOAC.BR	2015	2097959489
SOAC.BR	2014	1847413601
SOAC.BR	2013	1858101118
SOAC.BR	2012	1713659024
SOAC.BR	2011	1246227924
SOAC.BR	2010	1453397060
SOAC.BR	2009	1276828978
SOAC.BR	2008	496316700
CRBP2.PA	2018	431000570.9
CRBP2.PA	2017	447063754.2
CRBP2.PA	2016	395323395.3
CRBP2.PA	2015	392448930.9
CRBP2.PA	2014	442160256.1
CRBP2.PA	2013	441314825.4
CRBP2.PA	2012	319572804.6
CRBP2.PA	2011	297422520.3
CRBP2.PA	2010	296746175.7
CRBP2.PA	2009	280344820.1
CRBP2.PA	2008	165197158.8
XIL.PA	2018	184917975
XIL.PA	2017	173465250
XIL.PA	2016	44069550
XIL.PA	2015	8930000
XIL.PA	2014	8438850
XIL.PA	2013	8930000
XIL.PA	2012	10582050
XIL.PA	2011	8084000
XIL.PA	2010	5452000
XIL.PA	2009	9353000
XIL.PA	2008	5076000
DPA.AS	2018	61998020.04
DPA.AS	2017	80973171.63
DPA.AS	2016	80533315.73
DPA.AS	2015	84034764.24
DPA.AS	2014	82534143.45
DPA.AS	2013	71854437.36
DPA.AS	2012	68671012.92
DPA.AS	2011	37599742.8
DPA.AS	2010	40853554
DPA.AS	2009	29447960.71
DPA.AS	2008	32646257.34
CGDM.PA	2018	276444166.7
CGDM.PA	2017	462296644.2
CGDM.PA	2016	366725932.6
CGDM.PA	2015	447909536
CGDM.PA	2014	408437508.1
CGDM.PA	2013	320395290
CGDM.PA	2012	260347417.8
CGDM.PA	2011	237951941
CGDM.PA	2010	575563753.8
CGDM.PA	2009	804837447.5
CGDM.PA	2008	331266439.5
FLUX.BR	2018	287625100
FLUX.BR	2017	305645693
FLUX.BR	2016	305234800
FLUX.BR	2015	310576409
FLUX.BR	2014	318031182
FLUX.BR	2013	316739804
FLUX.BR	2012	382717480
FLUX.BR	2011	332230470.1
FLUX.BR	2010	273537340
FLUX.BR	2009	267665092
FLUX.BR	2008	223179467.9
ALGAU.PA	2018	45580261.84
ALGAU.PA	2017	9922711.5
ALGAU.PA	2016	11634213.76
ALGAU.PA	2015	17770260.33
ALGAU.PA	2014	43503758.1
ALGAU.PA	2013	23299891.02
ALGAU.PA	2012	14568498.67
ALGAU.PA	2011	17459258.74
ALGAU.PA	2010	8008218.96
ALGAU.PA	2009	29220120
ALGAU.PA	2008	31515894.9
